Company_ID,Date,Industry_Sector,Total_Assets,Total_Liabilities,Current_Assets,Current_Liabilities,Net_Income,Revenue,Operating_Income,Cash_Flow,Debt_Equity_Ratio,Return_on_Assets,Working_Capital_Ratio,Stock_Price_Close,Volatility_Index,GDP_Growth_Rate,Interest_Rate,Inflation_Rate,Financial_Risk_Label
C2292,2023-09-30,Finance,812884616.05,621809828.15,358276485.97,260836862.45,96760533.5,26696953.07,3203634.3684,96802681.71,3.25,0.119,1.37,404.17,26.27,-3.44,1.17,2.47,1
C4319,2016-03-31,Technology,542381740.16,221668681.01,121651413.08,15741935.65,12201491.22,181163127.87,28986100.4592,12210737.2,0.69,0.0225,7.73,927.44,49.15,0.69,7.89,7.82,0
C1957,2019-12-31,Finance,828693648.04,638143071.3,88461197.74,25121159.43,116803577.87,218776421.86,17502113.748800002,116889301.73,3.35,0.1409,3.52,613.1,25.06,2.35,5.25,4.68,1
C2142,2019-06-30,Retail,625599883.22,363004488.27,160299975.09,59218993.05,37595857.56,208348190.45,50003565.708,37553624.78,1.38,0.0601,2.71,329.37,33.0,1.75,8.51,4.06,0
C5635,2019-03-31,Finance,544750437.76,212759757.27,104619015.54,87342933.22,14181697.67,136629342.38,25959575.0522,14258648.49,0.64,0.026,1.2,286.05,23.69,7.15,3.13,1.38,0
C3927,2019-12-31,Energy,101941009.55,11498615.94,6165814.72,3405129.58,5504102.75,41627445.83,8325489.166,5538104.22,0.13,0.054,1.81,311.02,34.59,0.56,5.22,5.82,0
C4089,2021-03-31,Technology,983483154.09,78022422.84,6290196.77,1454687.2,154132801.6,415008634.07,95451985.8361,154119456.41,0.09,0.1567,4.32,792.12,43.86,9.91,4.67,2.31,0
C4751,2024-09-30,Healthcare,759177029.12,557606939.08,148987826.03,7786315.0,18379400.09,344652261.28,99949155.7712,18325920.6,2.77,0.0242,19.13,677.23,33.67,4.07,0.98,7.75,1
C5683,2018-12-31,Retail,371594429.29,152133853.21,98977908.67,57788951.03,72781370.59,95131780.73,22831627.3752,72876695.27000001,0.69,0.1959,1.71,764.79,51.69,-4.33,2.29,5.75,0
C1618,2018-09-30,Finance,934304881.42,497376515.09,464869804.33,217148279.88,60923018.25,183797309.49,25731623.328600004,60903177.71,1.14,0.0652,2.14,885.78,39.6,5.89,3.23,7.93,0
C3245,2016-09-30,Retail,114686138.57,54560685.58,45365018.09,5754401.37,1885581.52,2010424.75,583023.1775,1924017.79,0.91,0.0164,7.88,76.08,43.56,-0.45,1.54,7.95,0
C5997,2017-06-30,Manufacturing,815525814.3,389688059.7,25677773.33,5597024.76,37451046.22,327577831.05,55688231.278500006,37479781.01,0.92,0.0459,4.59,489.74,30.31,7.35,8.32,6.89,0
C2204,2020-03-31,Healthcare,894675272.81,48818562.4,414814679.96,206417979.12,9127406.37,56382058.09,10148770.4562,9030563.81,0.06,0.0102,2.01,915.56,49.81,2.57,9.3,2.82,0
C4468,2024-12-31,Technology,886270940.97,219530396.98,55266176.31,51763162.95,5685273.6,214799187.13,27923894.3269,5696192.319999999,0.33,0.0064,1.07,989.37,12.29,6.54,0.73,2.83,0
C5162,2021-09-30,Finance,997805226.46,778344446.83,235874678.6,104296634.72,117173274.65,330256662.26,39630799.4712,117107433.19,3.55,0.1174,2.26,817.68,27.7,-4.41,8.65,6.14,1
C1662,2024-12-31,Energy,52509444.45,25157755.99,6668327.47,3370084.36,3415601.11,18057269.74,3069735.8558,3375927.16,0.92,0.065,1.98,910.81,57.95,7.03,6.02,7.19,0
C3348,2017-09-30,Finance,808354491.05,645674915.09,54169451.3,34572691.15,149520889.22,363653040.56,54547956.084,149594044.03,3.97,0.185,1.57,195.63,41.61,3.97,7.94,2.6,1
C1045,2023-03-31,Healthcare,393341973.17,186731078.4,1599176.76,1366102.65,20606990.31,14230250.78,3415260.1872,20572906.64,0.9,0.0524,1.17,569.7,52.2,6.64,3.7,7.08,0
C1054,2021-09-30,Energy,998496382.09,737125404.34,73757030.48,67670808.34,83050817.34,287932869.75,51827916.555,83096048.65,2.82,0.0832,1.09,338.28,13.48,1.26,5.67,4.88,1
C5727,2022-09-30,Finance,998194260.4,716036756.75,115769983.38,103914535.59,115827479.91,364987576.11,65697763.6998,115859664.15,2.54,0.116,1.11,394.82,24.1,2.55,5.02,3.77,1
C5148,2018-12-31,Energy,934299694.82,67103238.48,161915798.99,143227646.6,98836581.1,334560807.15,20073648.429,98869621.97,0.08,0.1058,1.13,850.61,43.99,9.3,7.1,3.21,0
C2528,2024-06-30,Energy,684551945.76,544756534.73,113028036.63,90395002.9,39148878.01,166989853.76,16698985.376,39151434.95,3.9,0.0572,1.25,462.0,11.95,0.73,1.1,4.15,1
C1103,2017-06-30,Retail,778508965.05,589872459.89,262248261.47,232375865.98,48827516.2,329245141.38,42801868.3794,48906349.54000001,3.13,0.0627,1.13,799.06,59.18,7.41,4.28,1.77,1
C3574,2021-03-31,Energy,837340563.79,15656037.13,209493054.21,138993743.11,124256704.64,376960858.09,79161780.19889998,124182425.79,0.02,0.1484,1.51,724.9,36.4,-3.51,1.83,6.8,0
C2579,2018-06-30,Energy,141473690.77,95334750.46,7650389.93,812976.01,26348348.21,61799371.57,11741880.5983,26269578.99,2.07,0.1862,9.41,548.26,56.03,4.19,2.38,7.34,0
C4778,2020-03-31,Finance,228873579.19,130851201.16,32907607.81,11678618.44,31385219.02,35818442.09,4298213.0508,31373656.13,1.33,0.1371,2.82,665.15,57.09,-2.77,2.9,7.9,0
C3529,2023-09-30,Retail,967211604.89,303012180.99,146942599.67,39062790.98,120003551.92,481881441.58,130107989.2266,119983643.76,0.46,0.1241,3.76,895.82,32.85,-3.36,2.28,2.7,0
C3399,2021-03-31,Healthcare,638652951.52,422423335.68,49357872.78,44641278.86,93877966.57,216549911.22,17323992.8976,93963915.29,1.95,0.147,1.11,476.1,36.78,2.69,5.55,6.76,0
C4505,2022-09-30,Technology,809283880.75,484563545.57,324932963.74,300446640.59,35542299.0,20346148.95,2644999.3635,35613057.99,1.49,0.0439,1.08,729.18,11.65,-2.68,9.33,4.47,0
C4059,2023-12-31,Manufacturing,756079626.26,554715179.34,262302545.82,107995773.55,8534061.74,39439999.24,9071199.8252,8456770.05,2.75,0.0113,2.43,417.19,53.58,3.04,3.7,2.62,1
C2401,2017-12-31,Healthcare,674158289.13,526454860.28,307510313.32,76421804.2,7969369.26,193277808.61,28991671.2915,7906047.27,3.56,0.0118,4.02,653.39,18.02,0.27,8.05,5.79,1
C3029,2019-03-31,Retail,887914495.92,264443207.26,143563031.34,98456160.36,124909913.48,285571265.69,39979977.196600005,124822638.57,0.42,0.1407,1.46,923.39,25.86,6.93,3.84,4.46,0
C1672,2022-12-31,Retail,653416764.43,271577470.48,129540407.51,51007323.09,43187505.33,37898177.36,2652872.4152,43149271.39,0.71,0.0661,2.54,668.73,24.42,7.18,4.11,5.42,0
C5369,2016-12-31,Technology,341063418.38,152390867.03,56549040.66,16558208.79,-659670.85,43004287.89,11611157.730300002,-723841.61,0.81,-0.0019,3.42,635.16,40.68,-1.61,7.83,4.08,1
C2693,2019-12-31,Manufacturing,867009837.05,500339387.56,246149722.72,76441241.32,88873201.2,24473757.97,5628964.3331,88820664.33,1.36,0.1025,3.22,481.8,14.72,5.66,9.01,4.19,0
C1870,2019-03-31,Manufacturing,812537701.88,563125062.14,129891959.46,59771965.35,4704640.74,320878110.65,25670248.852,4690257.03,2.26,0.0058,2.17,990.85,55.89,-0.05,2.63,2.76,0
C3161,2017-09-30,Finance,944058326.6,537553194.06,435485477.58,239527119.96,53920200.24,310879665.58,93263899.674,53962142.14,1.32,0.0571,1.82,969.17,11.12,-1.12,3.1,3.99,0
C3887,2017-09-30,Finance,103371567.0,75439607.21,35327537.21,25249571.38,15636652.12,26527455.26,6101314.7098,15578985.21,2.7,0.1513,1.4,471.43,44.58,7.07,9.7,7.03,1
C2072,2023-06-30,Retail,749671419.16,572052131.42,94300650.14,53026651.81,115689931.32,55694110.84,14480468.8184,115670658.93,3.22,0.1543,1.78,641.55,12.1,-1.66,5.04,3.02,1
C5099,2018-09-30,Energy,738955438.05,93049404.3,214237645.27,60012648.58,82593862.17,75782919.71,6062633.5768,82532382.28,0.14,0.1118,3.57,893.44,12.9,-4.48,2.31,4.97,0
C2827,2017-03-31,Manufacturing,296740434.38,132504545.8,115384461.45,3192456.94,15152210.49,52677137.38,12642512.9712,15174920.91,0.81,0.0511,36.14,428.58,55.96,3.07,7.38,5.59,0
C3905,2020-09-30,Technology,266579710.82,39139129.94,60404172.34,43938807.77,47420956.73,88498545.07,12389796.3098,47470282.28,0.17,0.1779,1.37,192.91,47.6,2.21,3.07,5.85,0
C4187,2021-06-30,Retail,893187935.65,661168526.17,79460361.16,53479763.81,12467262.4,206916852.67,33106696.4272,12407895.51,2.85,0.014,1.49,776.13,55.66,-1.13,2.87,2.37,1
C3038,2016-03-31,Manufacturing,785217674.38,582182392.77,172925648.23,52202921.81,37380509.92,100766390.26,5038319.513,37327336.33,2.87,0.0476,3.31,298.44,48.78,3.23,3.65,5.18,1
C3721,2021-03-31,Healthcare,195044808.1,139990143.71,40813705.66,35417567.45,8297591.28,62077101.14,5586939.1026,8213604.59,2.54,0.0425,1.15,998.9,10.53,3.87,0.63,4.86,1
C3431,2019-12-31,Technology,248790772.6,191661847.3,58819119.62,5877551.21,49655954.03,80894702.25,16178940.45,49739270.46,3.35,0.1996,10.01,544.16,28.02,-2.38,8.2,3.32,1
C3153,2015-06-30,Healthcare,354441840.29,267602035.04,49178152.43,9748920.64,43602042.08,162277443.57,14604969.9213,43510310.71,3.08,0.123,5.04,967.55,16.84,4.11,2.39,2.17,1
C3619,2019-06-30,Technology,28985814.22,2959712.85,8717596.98,6613374.2,5508985.12,7159276.4,859113.1680000001,5581650.26,0.11,0.1901,1.32,443.38,16.45,2.83,5.49,2.6,0
C1954,2018-06-30,Manufacturing,923752070.38,97922470.25,165322870.81,59398673.05,77825361.21,391842655.54,101879090.4404,77843688.66999999,0.12,0.0842,2.78,991.8,52.21,5.22,2.39,4.85,0
C4332,2020-12-31,Energy,452285049.81,333729539.59,28571263.28,13461515.61,51389536.82,3185938.65,159296.9325,51413180.58,2.81,0.1136,2.12,656.2,59.09,-0.34,3.76,5.16,1
C2953,2017-12-31,Healthcare,1542159.55,299114.68,280662.38,148739.0,-127168.71,200822.54,32131.6064,-226187.1,0.24,-0.0825,1.89,264.86,12.05,5.64,3.87,4.36,1
C3536,2019-12-31,Retail,405117886.03,224580540.47,153848890.2,121416330.48,42078979.49,142225290.96,34134069.8304,42115645.15,1.24,0.1039,1.27,197.68,45.59,4.72,1.41,5.52,0
C2057,2018-03-31,Technology,310849822.47,240360147.42,47250640.55,16175612.21,43666671.47,20055405.61,2607202.7293,43705854.43,3.41,0.1405,2.92,35.6,25.55,-4.88,1.93,5.23,1
C4637,2019-09-30,Healthcare,724779639.3,192870061.71,104027927.78,96877790.54,43917379.68,208225117.67,43727274.7107,43914448.75,0.36,0.0606,1.07,314.64,37.12,1.0,0.84,3.16,0
C3112,2017-03-31,Energy,126169023.01,97989282.92,24852976.53,19206094.77,4783747.71,33665194.37,3029867.4933,4845493.24,3.48,0.0379,1.29,172.22,45.3,-2.74,8.28,4.52,1
C1971,2021-09-30,Finance,886407555.0,207496964.11,230854727.63,111495713.22,14635840.57,235475458.79,18838036.7032,14622658.5,0.31,0.0165,2.07,92.37,39.45,-4.26,6.47,5.95,0
C3776,2022-09-30,Energy,377452602.2,270720945.94,48059299.02,43408286.2,4795097.81,30071017.98,6615623.9556,4893933.44,2.54,0.0127,1.11,934.14,35.42,2.92,5.95,6.55,1
C5377,2024-03-31,Technology,542996720.43,430442039.49,160980363.69,35779264.2,60756650.6,88400101.59,19448022.3498,60664512.25,3.82,0.1119,4.5,280.03,37.42,6.65,8.42,7.4,1
C1112,2016-03-31,Energy,186821252.71,124798695.89,62251148.05,21993491.43,26705395.91,26166000.37,6279840.0888,26619533.52,2.01,0.1429,2.83,429.62,23.08,7.25,7.65,6.89,0
C2607,2024-09-30,Energy,489220318.51,132105117.49,122811963.17,48097218.21,63039992.0,196594372.28,53080480.5156,63088250.02,0.37,0.1289,2.55,358.25,32.42,4.63,2.59,5.91,0
C3916,2017-09-30,Manufacturing,40673241.22,15942174.99,3109877.58,128087.61,5672546.93,14357525.66,2153628.849,5585641.29,0.64,0.1395,24.28,975.05,17.54,2.32,3.08,1.93,0
C4331,2019-12-31,Finance,431466753.85,333677830.22,164008710.46,153404453.11,10820727.34,5429692.48,1574610.8192,10786913.75,3.41,0.0251,1.07,658.74,17.86,3.3,9.44,5.92,1
C3127,2017-06-30,Energy,109861156.1,79969624.94,45958810.98,42896711.93,6285032.67,28968415.17,3186525.6687000003,6263413.39,2.68,0.0572,1.07,795.19,33.81,-3.36,0.53,2.65,1
C2119,2021-03-31,Finance,463984205.74,55971133.4,183377195.33,28081183.32,-243962.71,215649214.72,36660366.5024,-146924.53,0.14,-0.0005,6.53,455.73,39.54,6.16,3.17,1.93,1
C4750,2015-12-31,Manufacturing,359876570.34,284026455.14,12624895.94,4469063.23,39515845.43,111774596.65,27943649.1625,39563178.05,3.74,0.1098,2.82,689.59,58.72,3.98,0.56,5.32,1
C1453,2023-06-30,Energy,158862454.63,99537883.75,2425632.39,214411.8,15649195.27,13628296.78,1635395.6135999998,15628961.55,1.68,0.0985,11.31,524.64,24.18,2.25,4.02,1.57,0
C1007,2017-06-30,Energy,206466910.66,150504824.9,77388885.18,3096632.21,19753849.91,62490029.26,4374302.0482,19663816.12,2.69,0.0957,24.99,466.21,10.1,-4.3,2.07,7.37,1
C1754,2020-03-31,Technology,321951152.16,199945344.5,19283779.52,15073493.28,17723311.08,46614675.39,8390641.5702,17701776.869999997,1.64,0.055,1.28,122.24,39.65,-1.79,4.72,2.62,0
C4229,2018-12-31,Technology,596668860.62,436492517.57,228330719.67,27950247.0,64679152.32,211152156.68,21115215.668,64599260.84,2.73,0.1084,8.17,152.28,58.16,7.68,8.65,2.72,1
C3285,2021-12-31,Manufacturing,232487533.31,171157440.7,31289696.64,24657514.91,26651164.68,79698783.34,22315659.335200004,26720727.35,2.79,0.1146,1.27,132.11,56.69,-2.92,3.51,4.66,1
C3107,2021-06-30,Energy,96613183.72,73394433.39,42192443.89,16849754.62,11795179.19,44168148.66,3533451.8928,11822431.69,3.16,0.1221,2.5,919.89,51.83,-0.69,9.54,2.42,1
C3901,2018-06-30,Technology,243060443.89,117811555.74,82436996.34,9426965.27,40659146.32,61228694.21,6122869.421,40672238.18,0.94,0.1673,8.74,876.9,12.76,-1.69,5.85,1.01,0
C2334,2018-12-31,Finance,345486150.66,56634558.61,5700838.73,2864074.2,1261278.42,78714887.62,22040168.533600003,1260872.5499999998,0.2,0.0037,1.99,48.09,23.22,-4.27,8.88,2.68,0
C3307,2017-09-30,Healthcare,953725103.57,663269894.46,369737147.91,152718764.62,187447863.02,126308159.5,27787795.09,187373986.44,2.28,0.1965,2.42,607.9,44.49,-3.65,3.3,5.49,0
C4110,2022-06-30,Retail,495628487.65,301277188.38,49418517.14,44999730.57,85704588.89,147135057.17,35312413.7208,85634338.6,1.55,0.1729,1.1,251.91,48.72,1.67,2.22,3.03,0
C4583,2019-06-30,Technology,327202810.79,177051419.84,139379819.43,105102135.02,53589784.87,131597631.98,11843786.8782,53567317.26,1.18,0.1638,1.33,914.74,14.69,9.65,2.65,5.33,0
C2088,2024-12-31,Technology,613549073.44,236136715.21,127871729.36,10150468.43,71766709.59,239306456.37,16751451.945900002,71749401.26,0.63,0.117,12.6,315.0,54.59,-1.06,9.47,6.8,0
C3735,2016-06-30,Retail,993725263.96,317482655.73,332290656.79,316571421.61,113149430.61,265541956.86,50452971.8034,113213003.27,0.47,0.1139,1.05,47.36,48.01,-2.42,7.79,6.6,0
C2536,2021-09-30,Energy,241262662.78,51920010.75,67606294.9,50899531.0,46251351.6,36325870.59,10171243.765200002,46187703.58,0.27,0.1917,1.33,45.85,49.62,2.18,1.23,1.5,0
C3148,2022-03-31,Healthcare,499874752.22,294010908.01,184349125.61,130193724.78,54281363.2,165750483.38,48067640.1802,54322519.48,1.43,0.1086,1.42,743.77,24.56,2.17,4.63,3.47,0
C4861,2017-09-30,Finance,880277046.76,340953308.51,330627042.49,219764234.37,144524020.54,244787545.19,31822380.8747,144507522.84,0.63,0.1642,1.5,143.67,24.35,9.51,4.58,5.99,0
C4205,2015-06-30,Energy,514736449.71,33659906.77,209678964.11,707304.41,2230096.99,6919490.46,1937457.3288000005,2329184.51,0.07,0.0043,296.45,300.74,16.28,-4.72,9.07,3.5,0
C3433,2019-12-31,Finance,110185854.31,9336626.64,36821936.75,35270361.07,-384786.09,19046904.14,1333283.2898,-431622.79,0.09,-0.0035,1.04,556.74,32.11,0.45,2.5,5.34,1
C2845,2016-12-31,Energy,724076615.39,18839046.09,96755368.08,9175864.29,58800030.77,335013086.89,50251963.03349999,58826977.68,0.03,0.0812,10.54,390.09,46.57,6.15,1.81,5.57,0
C4745,2018-09-30,Finance,165949934.79,100043452.15,25191072.47,22283621.76,2355024.41,44069343.14,12339416.0792,2337653.2800000003,1.52,0.0142,1.13,331.14,58.3,1.36,7.14,7.44,0
C3358,2020-03-31,Retail,440534930.28,267450582.1,35489899.77,25301288.5,34660672.79,136781289.29,24620632.0722,34650783.95,1.55,0.0787,1.4,481.64,17.36,1.51,7.65,7.28,0
C3175,2018-12-31,Technology,168529325.35,60515213.34,68096556.53,16816793.5,27054154.13,19900111.9,4776026.856,27129000.43,0.56,0.1605,4.05,817.38,46.92,-4.42,3.64,2.38,0
C5779,2015-12-31,Finance,393353608.08,166072764.68,71746971.71,46950239.73,23228461.2,53412886.12,12284963.8076,23323566.26,0.73,0.0591,1.53,175.28,53.67,9.05,7.81,3.76,0
C2808,2023-12-31,Retail,810188532.26,415752533.31,12252446.58,7222441.62,13334497.47,228885360.57,32043950.4798,13291764.98,1.05,0.0165,1.7,484.31,29.07,7.45,2.65,1.96,0
C4789,2015-03-31,Finance,933973712.76,606612343.14,303108687.09,114556988.64,92248794.4,87162525.22,19175755.5484,92315742.6,1.85,0.0988,2.65,698.68,57.85,9.6,7.12,6.22,0
C1992,2023-12-31,Energy,171617948.75,120288819.18,7461374.14,3142820.54,-479504.56,25246610.24,5806720.3552,-538937.41,2.34,-0.0028,2.37,998.74,12.41,-2.95,7.98,7.83,1
C1519,2017-12-31,Finance,134181744.26,99935907.34,1849147.45,1688572.02,14232057.32,47666556.93,5719986.8316,14166817.08,2.92,0.1061,1.1,947.56,32.05,2.21,9.86,3.35,1
C3312,2024-03-31,Finance,664748842.39,106901348.35,236105480.83,198310796.27,98296778.41,253575899.78,53250938.9538,98272038.49,0.19,0.1479,1.19,351.8,38.45,-1.28,3.77,2.09,0
C3292,2017-09-30,Finance,721682452.49,274450916.03,100481834.48,64259434.45,91410265.74,53609539.4,13402384.85,91460167.91,0.61,0.1267,1.56,89.4,33.12,0.9,4.89,4.23,0
C5185,2024-12-31,Healthcare,967860019.07,69147556.79,446970163.92,435916697.79,12905262.59,259849008.13,57166781.7886,12812676.9,0.08,0.0133,1.03,519.89,31.03,2.62,5.71,6.01,0
C5003,2022-12-31,Finance,787789175.54,586677388.94,371681842.49,92920007.82,86003733.13,313069711.91,90790216.4539,85921518.69999999,2.92,0.1092,4.0,772.4,32.57,7.64,7.63,4.16,1
C5548,2024-09-30,Technology,739854938.32,573838764.56,139836936.23,103689880.91,102094381.68,346567300.66,62382114.1188,102112380.82,3.46,0.138,1.35,166.37,23.33,4.49,5.82,4.12,1
C5107,2017-03-31,Manufacturing,910188932.02,140533527.09,58300165.13,9476259.5,54541373.18,272515799.5,62678633.885000005,54514310.76,0.18,0.0599,6.15,919.39,33.02,2.33,8.92,1.44,0
C3675,2020-12-31,Technology,544225307.81,138486627.29,169397844.44,44169658.35,15304311.75,204765611.36,36857810.0448,15267793.73,0.34,0.0281,3.84,629.76,24.36,0.48,4.07,2.59,0
C1022,2015-12-31,Retail,865501313.5,210492059.32,96104560.86,29308056.9,122185364.65,227334860.86,18186788.868800003,122112776.45,0.32,0.1412,3.28,381.64,26.93,7.78,5.94,2.31,0
C4633,2020-06-30,Retail,963401228.88,485467741.18,142714870.45,89462784.91,16485418.62,159678361.46,14371052.5314,16506624.08,1.02,0.0171,1.6,534.14,46.23,0.08,9.86,3.24,0
C2783,2016-03-31,Healthcare,103495108.5,5955946.44,12993003.13,10845227.79,381724.4,23876897.78,2148920.8002,332435.02,0.06,0.0037,1.2,771.07,52.53,3.7,8.7,7.0,0
C4370,2022-03-31,Energy,999588849.76,134617314.71,58218847.64,48572731.99,168814100.05,274820123.45,32978414.814,168775635.42000002,0.16,0.1689,1.2,307.03,53.28,-4.74,7.25,7.69,0
C2520,2024-03-31,Retail,590969797.98,442804136.86,119607428.54,47247440.21,114024539.57,215452118.04,38781381.2472,114068240.82,2.99,0.1929,2.53,399.74,47.94,-1.86,9.53,4.23,1
C1674,2018-09-30,Technology,474396911.82,254215837.0,74441097.61,2320223.58,68375406.81,223496914.24,33524537.136,68397632.37,1.15,0.1441,32.08,546.96,38.3,8.01,7.5,6.39,0
C3936,2019-09-30,Healthcare,456806818.34,217559217.86,145215574.55,82024803.68,18111519.67,197743402.07,19774340.207,18176665.83,0.91,0.0396,1.77,715.58,27.76,1.33,8.23,7.9,0
C2733,2016-03-31,Manufacturing,12317391.45,6448103.46,1194116.72,314263.5,-942750.0,3602120.24,684402.8456,-1023462.81,1.1,-0.0765,3.8,55.18,34.54,6.72,9.56,1.53,1
C1290,2017-06-30,Energy,577369119.07,323665037.49,78342717.38,74928290.84,24171146.68,127588931.23,11483003.8107,24246144.19,1.28,0.0419,1.05,225.49,11.74,-4.42,4.43,4.66,0
C2897,2023-09-30,Finance,211311619.59,72671346.72,54864152.51,9531751.86,19626956.85,91498264.61,21959583.5064,19627646.37,0.52,0.0929,5.76,129.66,11.17,-3.99,7.63,5.93,0
C2319,2022-03-31,Healthcare,984017958.9,750296915.23,101840453.29,101776901.61,194152002.91,393272786.81,58990918.0215,194096831.87,3.21,0.1973,1.0,107.64,12.6,7.31,9.48,6.41,1
C4804,2021-06-30,Manufacturing,503325070.69,234500883.32,114063591.36,83461179.9,85389192.92,114304662.51,19431792.626700003,85473740.24,0.87,0.1697,1.37,565.33,33.75,9.56,1.13,5.36,0
C4527,2017-06-30,Manufacturing,340228338.27,202265430.95,105325604.51,82213271.24,36066277.05,8982279.63,2425215.5001000003,36056775.68,1.47,0.106,1.28,729.35,22.57,-1.14,3.97,3.41,0
C4614,2016-09-30,Energy,388912238.42,236528696.43,22189202.81,21630865.7,58017263.55,50732172.51,13697686.5777,57925553.62,1.55,0.1492,1.03,15.82,26.18,-3.48,8.29,3.69,0
C1626,2016-03-31,Technology,174354507.13,123480636.67,63387788.13,55476100.21,26621796.34,12254552.43,3431274.6804000004,26676042.04,2.43,0.1527,1.14,572.95,36.62,3.61,4.21,6.62,0
C1412,2019-09-30,Finance,379756243.22,191544545.1,80648913.78,68698121.14,74700334.42,173377261.71,15603953.5539,74691769.96000001,1.02,0.1967,1.17,461.52,52.02,0.36,5.72,5.26,0
C1317,2020-12-31,Finance,726251421.47,41997440.2,240618490.76,2027241.31,5954021.24,275017758.23,46753018.899100006,5865931.44,0.06,0.0082,118.69,484.45,13.14,0.19,2.0,2.54,0
C1921,2015-12-31,Retail,998276961.75,345485523.43,422675719.91,33603076.32,108128981.73,166399493.03,29951908.7454,108051796.61,0.53,0.1083,12.58,370.84,13.83,1.8,4.7,3.31,0
C5789,2023-03-31,Healthcare,186533085.58,17793811.61,78666998.11,10627544.67,15669117.6,72900389.47,10206054.5258,15699013.49,0.11,0.084,7.4,793.85,36.99,-2.0,2.64,7.89,0
C3031,2024-03-31,Finance,974910994.47,16440481.05,131918159.52,41863389.7,22418352.67,174195369.81,24387351.7734,22510112.73,0.02,0.023,3.15,444.81,56.74,7.15,7.5,3.31,0
C1205,2020-03-31,Healthcare,952955906.96,204836923.25,455482540.81,396568017.01,115306560.09,361307234.1,97552953.20700002,115367253.82,0.27,0.121,1.15,330.07,50.63,-0.3,8.74,2.79,0
C4671,2016-06-30,Manufacturing,609238865.52,230151893.48,219452544.65,26476956.09,40806522.99,127068649.03,20330983.8448,40720261.45,0.61,0.067,8.29,68.9,14.22,-2.89,0.5,3.11,0
C3976,2021-03-31,Finance,286777698.77,223060046.09,29355787.86,13106645.79,52018067.4,1748272.65,349654.53,52092105.47,3.5,0.1814,2.24,171.71,50.64,4.69,8.3,1.5,1
